package	function	summary	language	source_url	doc_path	fetched_at
scop	SpatialGradientPlot	Visualize normalized results produced by RunSpatialGradientFeatures() without requiring the original SPATA2 object.	R	https://mengxu98.github.io/scop/reference/SpatialGradientPlot.html	references/scop/functions/SpatialGradientPlot.md	2026-08-03T14:16:23+00:00
scop	SpatialIntegrationPlot	Visualize standardized results produced by {[=RunSpatialIntegration]{RunSpatialIntegration()}}.	R	https://mengxu98.github.io/scop/reference/SpatialIntegrationPlot.html	references/scop/functions/SpatialIntegrationPlot.md	2026-08-03T14:16:23+00:00
scop	SpatialNeighborhoodPlot	Visualize results produced by {[=RunSpatialNeighborhood]{RunSpatialNeighborhood()}} using spatial, statistical, and network plotting conventions.	R	https://mengxu98.github.io/scop/reference/SpatialNeighborhoodPlot.html	references/scop/functions/SpatialNeighborhoodPlot.md	2026-08-03T14:16:23+00:00
scop	SpatialNetworkPlot	Plot a graph produced by [RunSpatialNetwork()]. The graph can be read from a Seurat object or supplied directly as `srt@tools$SpatialNetwork`.	R	https://mengxu98.github.io/scop/reference/SpatialNetworkPlot.html	references/scop/functions/SpatialNetworkPlot.md	2026-08-03T14:16:23+00:00
scop	SpatialResultInfo	Read spatial result bundles from a Seurat object's `tools` slot without migrating, renaming, or modifying legacy results.	R	https://mengxu98.github.io/scop/reference/SpatialResultInfo.html	references/scop/functions/SpatialResultInfo.md	2026-08-03T14:16:23+00:00
scop	SpatialSpotPlot	Spatial spot plot	R	https://mengxu98.github.io/scop/reference/SpatialSpotPlot.html	references/scop/functions/SpatialSpotPlot.md	2026-08-03T14:16:23+00:00
scop	SpatialVariableFeaturePlot	Visualize normalized results produced by {[=RunSpatialVariableFeatures]{RunSpatialVariableFeatures()}}. The summary view shows feature ranks and, when finite p- or q-values are stored, significance. Results without permutation statistics are shown without a significance size mapping or legend. The surface view reuses {[=SpatialSpotPlot]{SpatialSpotPlot()}} to draw spatial expression for selected features.	R	https://mengxu98.github.io/scop/reference/SpatialVariableFeaturePlot.html	references/scop/functions/SpatialVariableFeaturePlot.md	2026-08-03T14:16:23+00:00
scop	StatialKontextualPlot	Plot contextual relationship scores across radii from a result produced by [RunStatialKontextual()] without rerunning Statial.	R	https://mengxu98.github.io/scop/reference/StatialKontextualPlot.html	references/scop/functions/StatialKontextualPlot.md	2026-08-03T14:16:23+00:00
scop	TACSPlot	TACS is a method for plotting a FACS-like plot for two features based on sc-RNA-seq data. For each of two query features, 100 features with similar expression patterns are selected and ranked by their Pearson correlation with the query. In a process akin to compensation, the intersection of the feature lists is removed from each list. The log normalized expression of the resulting features are then averaged within each cell, and the resulting quantities are plotted. This function is based on a simple scheme: choose features similar to the ones specified and average them to reduce the noise.	R	https://mengxu98.github.io/scop/reference/TACSPlot.html	references/scop/functions/TACSPlot.md	2026-08-03T14:16:23+00:00
scop	TrainCellTypist	Train a CellTypist model from a Seurat object, AnnData object, or h5ad file.	R	https://mengxu98.github.io/scop/reference/TrainCellTypist.html	references/scop/functions/TrainCellTypist.md	2026-08-03T14:16:23+00:00
scop	Uncorrected_integrate	The Uncorrected integration function	R	https://mengxu98.github.io/scop/reference/Uncorrected_integrate.html	references/scop/functions/Uncorrected_integrate.md	2026-08-03T14:16:23+00:00
scop	VECTORPlot	Visualize VECTOR grid-level scores or direction arrows on the embedding used by {[=RunVECTOR]{RunVECTOR()}}.	R	https://mengxu98.github.io/scop/reference/VECTORPlot.html	references/scop/functions/VECTORPlot.md	2026-08-03T14:16:23+00:00
scop	VelocityPlot	This function creates a velocity plot for a given Seurat object. The plot shows the velocity vectors of the cells in a specified reduction space.	R	https://mengxu98.github.io/scop/reference/VelocityPlot.html	references/scop/functions/VelocityPlot.md	2026-08-03T14:16:23+00:00
scop	VolcanoPlot	Generate a volcano plot based on differential expression analysis results.	R	https://mengxu98.github.io/scop/reference/VolcanoPlot.html	references/scop/functions/VolcanoPlot.md	2026-08-03T14:16:23+00:00
scop	WNN_integrate	The WNN integration function	R	https://mengxu98.github.io/scop/reference/WNN_integrate.html	references/scop/functions/WNN_integrate.md	2026-08-03T14:16:23+00:00
scop	adata_to_srt	Convert an anndata object to a seurat object	R	https://mengxu98.github.io/scop/reference/adata_to_srt.html	references/scop/functions/adata_to_srt.md	2026-08-03T14:16:23+00:00
scop	ccc_to_adata	Convert CCC results to OmicVerse communication AnnData	R	https://mengxu98.github.io/scop/reference/ccc_to_adata.html	references/scop/functions/ccc_to_adata.md	2026-08-03T14:16:23+00:00
scop	ccc_to_liana	Convert CCC results to a LIANA-like table	R	https://mengxu98.github.io/scop/reference/ccc_to_liana.html	references/scop/functions/ccc_to_liana.md	2026-08-03T14:16:23+00:00
scop	check_python	Check and install python packages	R	https://mengxu98.github.io/scop/reference/check_python.html	references/scop/functions/check_python.md	2026-08-03T14:16:23+00:00
scop	deprecated-doublet-callers	`db_scDblFinder()`, `db_scds()`, `db_Scrublet()`, and `db_DoubletDetection()` were renamed to [RunscDblFinder()], [Runscds()], [RunScrublet()], and [RunDoubletDetection()]. The compatibility entry points remain available with a warning and will be removed in version 1.0.0.	R	https://mengxu98.github.io/scop/reference/deprecated-doublet-callers.html	references/scop/functions/deprecated-doublet-callers.md	2026-08-03T14:16:23+00:00
scop	deprecated-workflows	`standard_scop()` and `integration_scop()` were renamed to [RunStandardWorkflow()] and [RunIntegration()]. The compatibility entry points remain available with a warning in releases before 1.0.0 and will be removed in version 1.0.0.	R	https://mengxu98.github.io/scop/reference/deprecated-workflows.html	references/scop/functions/deprecated-workflows.md	2026-08-03T14:16:23+00:00
scop	env_info	Print environment information	R	https://mengxu98.github.io/scop/reference/env_info.html	references/scop/functions/env_info.md	2026-08-03T14:16:23+00:00
scop	env_requirements	The function returns a list of requirements including the required Python version, package versions, and package name aliases for platform-specific packages. All packages will be installed using uv as the primary tool.	R	https://mengxu98.github.io/scop/reference/env_requirements.html	references/scop/functions/env_requirements.md	2026-08-03T14:16:23+00:00
scop	estimate_signatures	Gene signatures and common-gene universe used by {[=RunESTIMATE]{RunESTIMATE()}} to compute stromal, immune, combined ESTIMATE, and tumor-purity scores without requiring the external estimate package.	R	https://mengxu98.github.io/scop/reference/estimate_signatures.html	references/scop/functions/estimate_signatures.md	2026-08-03T14:16:23+00:00
scop	fastMNN5_integrate	Seurat v5 fastMNN integration	R	https://mengxu98.github.io/scop/reference/fastMNN5_integrate.html	references/scop/functions/fastMNN5_integrate.md	2026-08-03T14:16:23+00:00
scop	fastMNN_integrate	The fastMNN integration function	R	https://mengxu98.github.io/scop/reference/fastMNN_integrate.html	references/scop/functions/fastMNN_integrate.md	2026-08-03T14:16:23+00:00
scop	giotto_to_srt	Convert a native Giotto object into a new Seurat object.	R	https://mengxu98.github.io/scop/reference/giotto_to_srt.html	references/scop/functions/giotto_to_srt.md	2026-08-03T14:16:23+00:00
scop	h5ad_to_srt	Read an .h5ad file and convert to a Seurat	R	https://mengxu98.github.io/scop/reference/h5ad_to_srt.html	references/scop/functions/h5ad_to_srt.md	2026-08-03T14:16:23+00:00
scop	islet_bulk	A full human pancreatic islet bulk RNA-seq SummarizedExperiment derived from a brefeldin A perturbation study. The object keeps all samples from the published islet arm and stores a symbol-level count matrix that can be used directly in bulk DE and deconvolution examples together with the bundled panc8_sub reference.	R	https://mengxu98.github.io/scop/reference/islet_bulk.html	references/scop/functions/islet_bulk.md	2026-08-03T14:16:23+00:00
scop	loom_to_adata	Read a .loom file as an AnnData object	R	https://mengxu98.github.io/scop/reference/loom_to_adata.html	references/scop/functions/loom_to_adata.md	2026-08-03T14:16:23+00:00
scop	loom_to_srt	Read a .loom file and convert to a Seurat	R	https://mengxu98.github.io/scop/reference/loom_to_srt.html	references/scop/functions/loom_to_srt.md	2026-08-03T14:16:23+00:00
scop	panc8_sub	Human pancreatic islet cell datasets produced across four technologies, SMART-Seq2 (E-MTAB-5061), CelSeq (GSE81076), CelSeq2 (GSE85241), and Fluidigm C1 (GSE86469), from https://github.com/satijalab/seurat-data{SeuratData} package. For each data set in panc8, 200 cells were downsampled to form the panc8_sub dataset.	R	https://mengxu98.github.io/scop/reference/panc8_sub.html	references/scop/functions/panc8_sub.md	2026-08-03T14:16:23+00:00
scop	pancreas_sub	Mouse pancreatic endocrinogenesis dataset from https://doi.org/10.1242/dev.173849{Bastidas-Ponce et al. (2019)}. A total of 1000 cells were downsampled to form the pancreas_sub dataset.	R	https://mengxu98.github.io/scop/reference/pancreas_sub.html	references/scop/functions/pancreas_sub.md	2026-08-03T14:16:23+00:00
scop	pbmcmultiome_sub	A near-balanced 500-cell subset of the PBMC multiome dataset from SeuratData, containing paired RNA and peaks assays for package examples and tests. The dataset keeps approximately equal numbers of cells for each major PBMC cell type and retains the top 12000 accessible peaks by total counts within the selected cells. When available, the peaks assay stores a compact hg38 gene annotation derived from EnsDb.Hsapiens.v86 and collapsed to the longest transcript per gene.	R	https://mengxu98.github.io/scop/reference/pbmcmultiome_sub.html	references/scop/functions/pbmcmultiome_sub.md	2026-08-03T14:16:23+00:00
scop	reexports	These objects are imported from other packages. Follow the links below to see their documentation. { dplyr{{[dplyr:%>%]{%>%}}} rlang{{[rlang:%||%]{%||%}}} }	R	https://mengxu98.github.io/scop/reference/reexports.html	references/scop/functions/reexports.md	2026-08-03T14:16:23+00:00
scop	ref_scMCA	Reference datasets for cell type annotation in single-cell RNA data	R	https://mengxu98.github.io/scop/reference/ref_scMCA.html	references/scop/functions/ref_scMCA.md	2026-08-03T14:16:23+00:00
scop	remove_python	Remove Python packages from a conda-compatible Python environment	R	https://mengxu98.github.io/scop/reference/remove_python.html	references/scop/functions/remove_python.md	2026-08-03T14:16:23+00:00
scop	scFEABalanceBarPlot	Plot scFEA metabolite balance changes	R	https://mengxu98.github.io/scop/reference/scFEABalanceBarPlot.html	references/scop/functions/scFEABalanceBarPlot.md	2026-08-03T14:16:23+00:00
scop	scFEAHeatmap	Plot scFEA module flux heatmap	R	https://mengxu98.github.io/scop/reference/scFEAHeatmap.html	references/scop/functions/scFEAHeatmap.md	2026-08-03T14:16:23+00:00
scop	scFEAVolcanoPlot	Plot scFEA flux Cohen's d volcano plots	R	https://mengxu98.github.io/scop/reference/scFEAVolcanoPlot.html	references/scop/functions/scFEAVolcanoPlot.md	2026-08-03T14:16:23+00:00
scop	scTenifoldKnkPlot	Visualize in-silico knockout results generated by RunscTenifoldKnk.	R	https://mengxu98.github.io/scop/reference/scTenifoldKnkPlot.html	references/scop/functions/scTenifoldKnkPlot.md	2026-08-03T14:16:23+00:00
scop	scTenifoldNetPlot	Visualize condition-level network comparison results generated by RunscTenifoldNet.	R	https://mengxu98.github.io/scop/reference/scTenifoldNetPlot.html	references/scop/functions/scTenifoldNetPlot.md	2026-08-03T14:16:23+00:00
scop	scVI5_integrate	Seurat v5 scVI integration	R	https://mengxu98.github.io/scop/reference/scVI5_integrate.html	references/scop/functions/scVI5_integrate.md	2026-08-03T14:16:23+00:00
scop	scVI_integrate	The scVI integration function	R	https://mengxu98.github.io/scop/reference/scVI_integrate.html	references/scop/functions/scVI_integrate.md	2026-08-03T14:16:23+00:00
scop	scop-package	An R package for single-cell and spatial omics analysis, integration, visualization, and interactive exploration.	R	https://mengxu98.github.io/scop/reference/scop-package.html	references/scop/functions/scop-package.md	2026-08-03T14:16:23+00:00
scop	scop_logo	The scop logo, using ASCII or Unicode characters Use [cli:ansi_strip]{cli::ansi_strip} to get rid of the colors.	R	https://mengxu98.github.io/scop/reference/scop_logo.html	references/scop/functions/scop_logo.md	2026-08-03T14:16:23+00:00
scop	spata2_to_srt	Convert a native SPATA2 object into a new Seurat object.	R	https://mengxu98.github.io/scop/reference/spata2_to_srt.html	references/scop/functions/spata2_to_srt.md	2026-08-03T14:16:23+00:00
scop	spe_to_srt	Create a Seurat object from a SpatialExperiment, preserving colData and spatial coordinates as metadata columns.	R	https://mengxu98.github.io/scop/reference/spe_to_srt.html	references/scop/functions/spe_to_srt.md	2026-08-03T14:16:23+00:00
